"gebiet1_parentmaterial_numerogis";"ID";"geomorphologie_beschreibung";"Lithologie";"geologie_text";"BODENTYP_orig";"KLASSE";"TYP";"SUBTYP";"VARIETÄT";"VARIETÄT2";"humusform_orig";"grossgruppe";"Beschreibung"
192;"hj07";"silikatisches Festgestein";"Rhyolithe";"";"Ranker";"TERRESTRISCHE HUMUSBÖDEN";"Ranker";"Ranker";"";"";"";3;"Etschtaler Vulkanit-Gruppe: GARGAZON-FORMATION (UNTERPERM. P.P.) - Schwarze oder grau-gr�nliche, rhyodazitische Lapilli-Tuffe, verschwei�t, sehr homogen und fest. Das Gestein wird meist von subvertikalen Kl�ften in regelm��ige Platten (1-30 cm) zerlegt."
192;"hj06";"silikatisches Festgestein";"Rhyolithe";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenarm";"";"";3;"Etschtaler Vulkanit-Gruppe: GARGAZON-FORMATION (UNTERPERM. P.P.) - Schwarze oder grau-gr�nliche, rhyodazitische Lapilli-Tuffe, verschwei�t, sehr homogen und fest. Das Gestein wird meist von subvertikalen Kl�ften in regelm��ige Platten (1-30 cm) zerlegt."
193;"hg01";"Hangschutt";"Hangschutt";"";"Pararendsina verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"verbraunt";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"lf03";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12868";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Mull-Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12857";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hd20";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"16204";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12854";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"52_T";"Hangschutt";"Hangschutt";"Schutthalde, Dolomit dominierend, Kalkstein";"Moder-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"Rohhumusartiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12883";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"k06";"Hangschutt";"Hangschutt";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hi02";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"nf06";"Hangschutt";"Hangschutt";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"gr06";"Hangschutt";"Hangschutt";"";"Braunerde-Ranker";"TERRESTRISCHE HUMUSBÖDEN";"Ranker";"Ranker";"brauner";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"4249";"Hangschutt";"Hangschutt";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hd19";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"16203";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"v24";"Hangschutt";"Hangschutt";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenarm";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"rc02";"Hangschutt";"Hangschutt";"";"Pararendsina verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"verbraunt";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"10_U";"Hangschutt";"Hangschutt";"";"Moder-Rendzina, kolluvial beeinflusst";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"kolluvial beeinflußt";"";"Rohhumusartiger Moder/ eher typischer Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"k05";"Hangschutt";"Hangschutt";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"59_T";"Hangschutt";"Hangschutt";"";"";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"na03";"Hangschutt";"Hangschutt";"";"Pararendsina-Pelosol";"SUBSTRATBÖDEN";"Textur-Substratboden";"Textur-Substratboden";"Pararendzina";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12890";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Moder-Kalklehm-Rendzina";"";"";"Rohhumusartiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"v04a";"Hangschutt";"Hangschutt";"";"Parabraunerde";"BRAUNERDEN";"Parabraunerde";"Parabraunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"nf03";"Hangschutt";"Hangschutt";"";"Pararendsina verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"verbraunt";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12882";"Hangschutt";"Hangschutt";"";"Kalkbraunlehm (rezent)";"KALKLEHME";"Kalkbraunlehm";"Kalkbraunlehm";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"bd10";"Hangschutt";"Hangschutt";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hd13";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hd14";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"bd03";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"v23";"Hangschutt";"Hangschutt";"";"Grobmaterial-Rohboden carbonatfrei";"TERRESTRISCHE ROHBÖDEN";"Grobmaterial-Rohboden";"Carbonatfreier Grobmaterial-Rohboden";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"15452";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hd18";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12959";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Moder-Kalklehm-Rendzina";"";"";"Mullartiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"15451";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"lf10";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"49_T";"Hangschutt";"Hangschutt";"Kalkstein dominierend, Dolomit, Sandstein? (eher nicht) (gut angewittert), Werfener Formation (rot)";"Kalklehm-Rendzina, kolluvial beeinflusst ";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Moder-Kalklehm-Rendzina";"kolluvial beeinflußt";"";"Rohhumusartiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hg04";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hh12";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"16202";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"gr05";"Hangschutt";"Hangschutt";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"v04";"Hangschutt";"Hangschutt";"";"Parabraunerde";"BRAUNERDEN";"Parabraunerde";"Parabraunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hf03";"Hangschutt";"Hangschutt";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenarm";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"16250";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"lf02";"Hangschutt";"Hangschutt";"";"Pararendsina verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"verbraunt";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"bd07";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"nf02";"Hangschutt";"Hangschutt";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12889";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"Typischer Rohhumus";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"12887";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"Rohhumus";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"f07";"Hangschutt";"Hangschutt";"";"Moderrendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hd21";"Hangschutt";"Hangschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hh17";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"gr03";"Hangschutt";"Hangschutt";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"15450";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"hf02";"Hangschutt";"Hangschutt";"";"Braunerde (basenarm)";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"basenarm";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
193;"lf09";"Hangschutt";"Hangschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Hangschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
200;"46";"Kolluvium";"Kolluvium";"";"dystric eutrochrept";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kolluvium. (OBERPLEISTOZ�N P.P. - HEUTE)"
200;"53";"Kolluvium";"Kolluvium";"";"dystric eutrochrept";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kolluvium. (OBERPLEISTOZ�N P.P. - HEUTE)"
200;"na01";"Kolluvium";"Kolluvium";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kolluvium. (OBERPLEISTOZ�N P.P. - HEUTE)"
200;"45";"Kolluvium";"Kolluvium";"";"typic hapludalf";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kolluvium. (OBERPLEISTOZ�N P.P. - HEUTE)"
200;"5";"Kolluvium";"Kolluvium";"";"fluventic eutrochrept";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kolluvium. (OBERPLEISTOZ�N P.P. - HEUTE)"
362;"14175";"Blockschutt";"Blockschutt";"";"Kalklehme (rezent)";"KALKLEHME";"Kalklehme – rezent";"Kalklehme – rezent";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"v15";"Blockschutt";"Blockschutt";"";"Moderrendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"rc01";"Blockschutt";"Blockschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"v19";"Blockschutt";"Blockschutt";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"v17";"Blockschutt";"Blockschutt";"";"Pararendzina";"TERRESTRISCHE HUMUSBÖDEN";"Pararendzina";"Pararendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"12866";"Blockschutt";"Blockschutt";"";"Kalkbraunlehm (rezent)";"KALKLEHME";"Kalklehme – rezent";"Kalklehme – rezent";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"14154";"Blockschutt";"Blockschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"v14";"Blockschutt";"Blockschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"53_T";"Blockschutt";"Blockschutt";"Kalkstein dominierend, Gneis?, Dolomit";"Moder-Rendzina, verbraunt";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"verbraunt";"";"Rohumusratiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"12983";"Blockschutt";"Blockschutt";"";"Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Moder-Rendzina";"";"";"Tangel-(Kalk-)Rohhumus";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"f03";"Blockschutt";"Blockschutt";"";"Parabraunerde";"BRAUNERDEN";"Parabraunerde";"Parabraunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"45_T";"Blockschutt";"Blockschutt";"Schutt aus Dolomit";"Rendzina, kolluvial beeinflusst";"TERRESTRISCHE HUMUSBÖDEN";"Rendzina";"Mull-Rendzina";"kolluvial beeinflußt";"";"Mull";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
362;"57_T";"Blockschutt";"Blockschutt";"Porphyr";"Typische Braunerde, carbonatfrei ";"BRAUNERDEN";"Braunerde";"Typische Braunerde";"carbonatfrei";"";"Mullartiger Moder";1;"ALPINES POSTGLAZIALES SYNTHEM. Blockschutt (OBERES PLEISTOZ�N P.P. - HEUTE)"
364;"56_T";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"Porphyr, Kalkstein, Gneis, Werfener Formation (gelb, rot), Quarz";"Carbonatfreier Kolluvisol; Entwicklung zur Braunerde";"UMGELAGERTE BÖDEN";"Kolluvisol";"Carbonatfreier Kolluvisol";"";"";"";5;"GR�DEN-FORMATION (OBERPERM P.P.) - Rote, graue und wei�e Sandsteine, wenig kompaktiert, in Wechsellagerung mit roten oder grauen Siltiten, mergeligen Siltiten und Mergeln. Planparallele oder auslinsende Schichten mit Kreuzlamination. "
364;"nb06";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";5;"GR�DEN-FORMATION (OBERPERM P.P.) - Rote, graue und wei�e Sandsteine, wenig kompaktiert, in Wechsellagerung mit roten oder grauen Siltiten, mergeligen Siltiten und Mergeln. Planparallele oder auslinsende Schichten mit Kreuzlamination. "
364;"v22";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";5;"GR�DEN-FORMATION (OBERPERM P.P.) - Rote, graue und wei�e Sandsteine, wenig kompaktiert, in Wechsellagerung mit roten oder grauen Siltiten, mergeligen Siltiten und Mergeln. Planparallele oder auslinsende Schichten mit Kreuzlamination. "
364;"bd09";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";5;"GR�DEN-FORMATION (OBERPERM P.P.) - Rote, graue und wei�e Sandsteine, wenig kompaktiert, in Wechsellagerung mit roten oder grauen Siltiten, mergeligen Siltiten und Mergeln. Planparallele oder auslinsende Schichten mit Kreuzlamination. "
364;"50_T";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"oben Grödener Sandstein (eher Werferner Schicht), ab  I Cv Porphyr, Gneis, Kalk";"Carbonatfreier Kolluvisol; Entwicklung zur Braunerde";"UMGELAGERTE BÖDEN";"Kolluvisol";"Carbonatfreier Kolluvisol";"";"";"Rhizomull";5;"GR�DEN-FORMATION (OBERPERM P.P.) - Rote, graue und wei�e Sandsteine, wenig kompaktiert, in Wechsellagerung mit roten oder grauen Siltiten, mergeligen Siltiten und Mergeln. Planparallele oder auslinsende Schichten mit Kreuzlamination. "
364;"48_T";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"Kalkstein dominierend, Kalk, Werfener Formation;in H2 + H4 zum Teil kleines gerundetes Skelett";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Moder-Kalklehm-Rendzina";"";"";"Mullartiger Moder";5;"GR�DEN-FORMATION (OBERPERM P.P.) - Rote, graue und wei�e Sandsteine, wenig kompaktiert, in Wechsellagerung mit roten oder grauen Siltiten, mergeligen Siltiten und Mergeln. Planparallele oder auslinsende Schichten mit Kreuzlamination. "
364;"v20";"silikatisches Sedimentgestein";"Pelite, Siltite und Sandsteine";"";"Braunerde podsolig";"BRAUNERDEN";"Braunerde";"Podsolige Braunerde";"";"";"";5;"GR�DEN-FORMATION (OBERPERM P.P.) - Rote, graue und wei�e Sandsteine, wenig kompaktiert, in Wechsellagerung mit roten oder grauen Siltiten, mergeligen Siltiten und Mergeln. Planparallele oder auslinsende Schichten mit Kreuzlamination. "
371;"hd16";"gemischte Kegel";"gemischte Kegel";"";"Braunerde carbonathaltig";"BRAUNERDEN";"Braunerde";"Carbonathaltige Braunerde";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"12958";"gemischte Kegel";"gemischte Kegel";"";"Braunerde tonig (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"Typischer Mull";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"4_U";"gemischte Kegel";"gemischte Kegel";"laut karte:         Aufschluss: kantiger Kalkgesteinsschutt";"Carbonathaltiger Rigolboden";"";"Rigolboden";"Carbonathaltiger Rigolboden";"";"";"Mull";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"hd10";"gemischte Kegel";"gemischte Kegel";"";"Kalklehm-Rendzina";"TERRESTRISCHE HUMUSBÖDEN";"Kalklehm-Rendzina";"Kalklehm-Rendzina";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"8";"gemischte Kegel";"gemischte Kegel";"";"fluventic eutrochrept";"";"";"";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
371;"15404";"gemischte Kegel";"gemischte Kegel";"";"Braunerde auf bindig-tonigem Material (Pelosol)";"BRAUNERDEN";"Braunerde";"Braunerde – tonig";"";"";"";1;"ALPINES POSTGLAZIALES SYNTHEM. - Kegel gemischter Herkunft (aus Muren und/oder Wildb�chen) (OBERPLEISTOZ�N P.P. - HEUTE)"
